"Notes"	"County of Residence"	"County of Residence Code"	"Sex of Infant"	"Sex of Infant Code"	"NICU Admission"	"NICU Admission Code"	"OE Gestational Age Recode 10"	"OE Gestational Age Recode 10 Code"	Births	% of Total Births
	"Racine County, WI"	"55101"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Racine County, WI"	"55101"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Washington County, WI"	"55131"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Winnebago County, WI"	"55139"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Winnebago County, WI"	"55139"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Mobile County, AL"	"01097"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Montgomery County, AL"	"01101"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Morgan County, AL"	"01103"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Tuscaloosa County, AL"	"01125"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Navajo County, AZ"	"04017"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Pulaski County, AR"	"05119"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Saline County, AR"	"05125"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Monterey County, CA"	"06053"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Orange County, CA"	"06059"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	23	0.00%
	"DeSoto County, MS"	"28033"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Harrison County, MS"	"28047"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Unidentified Counties, MS"	"28999"	"Male"	"M"	"No"	"2"	"20 - 27 weeks"	"02"	23	0.00%
	"Boone County, MO"	"29019"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Franklin County, MO"	"29071"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"St. Louis County, MO"	"29189"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Unidentified Counties, NE"	"31999"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	23	0.00%
	"Rockingham County, NH"	"33015"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Burlington County, NJ"	"34005"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Camden County, NJ"	"34007"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Sussex County, NJ"	"34037"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Sussex County, NJ"	"34037"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Union County, NJ"	"34039"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	23	0.00%
	"Solano County, CA"	"06095"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Ventura County, CA"	"06111"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Unidentified Counties, CA"	"06999"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Pueblo County, CO"	"08101"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Weld County, CO"	"08123"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Hartford County, CT"	"09003"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Hartford County, CT"	"09003"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Middlesex County, CT"	"09007"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"New Haven County, CT"	"09009"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	23	0.00%
	"Henderson County, NC"	"37089"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Orange County, NC"	"37135"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Pitt County, NC"	"37147"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Pitt County, NC"	"37147"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Robeson County, NC"	"37155"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Clark County, OH"	"39023"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Columbiana County, OH"	"39029"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Delaware County, OH"	"39041"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Fairfield County, OH"	"39045"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Lucas County, OH"	"39095"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Cleveland County, OK"	"40027"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Hillsborough County, FL"	"12057"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	23	0.00%
	"Hillsborough County, FL"	"12057"	"Male"	"M"	"Unknown or Not Stated"	"9"	"37 - 39 weeks"	"06"	23	0.00%
	"Indian River County, FL"	"12061"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Lee County, FL"	"12071"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Leon County, FL"	"12073"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Volusia County, FL"	"12127"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Bartow County, GA"	"13015"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Clarke County, GA"	"13059"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Fayette County, GA"	"13113"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Unidentified Counties, OK"	"40999"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	23	0.00%
	"Deschutes County, OR"	"41017"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Linn County, OR"	"41043"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Bucks County, PA"	"42017"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Butler County, PA"	"42019"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Cumberland County, PA"	"42041"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Lackawanna County, PA"	"42069"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Lancaster County, PA"	"42071"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Lycoming County, PA"	"42081"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Lycoming County, PA"	"42081"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Monroe County, PA"	"42089"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"York County, PA"	"42133"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"York County, PA"	"42133"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Unidentified Counties, PA"	"42999"	"Male"	"M"	"Unknown or Not Stated"	"9"	"Unknown or Not Stated"	"10"	23	0.00%
	"Washington County, RI"	"44009"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Aiken County, SC"	"45003"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Houston County, GA"	"13153"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Hawaii County, HI"	"15001"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Lake County, IL"	"17097"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Macon County, IL"	"17115"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"St. Clair County, IL"	"17163"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Will County, IL"	"17197"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Delaware County, IN"	"18035"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Elkhart County, IN"	"18039"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Johnson County, IN"	"18081"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Johnson County, IN"	"18081"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"St. Joseph County, IN"	"18141"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Beaufort County, SC"	"45013"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Berkeley County, SC"	"45015"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Dorchester County, SC"	"45035"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Greenville County, SC"	"45045"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Pickens County, SC"	"45077"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Pickens County, SC"	"45077"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	23	0.00%
	"Richland County, SC"	"45079"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Sumter County, SC"	"45085"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"York County, SC"	"45091"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Minnehaha County, SD"	"46099"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Knox County, TN"	"47093"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Bell County, TX"	"48027"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Brazoria County, TX"	"48039"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Cameron County, TX"	"48061"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Collin County, TX"	"48085"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	23	0.00%
	"Johnson County, TX"	"48251"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Unidentified Counties, IN"	"18999"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	23	0.00%
	"Douglas County, KS"	"20045"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Ascension Parish, LA"	"22005"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Caddo Parish, LA"	"22017"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Livingston Parish, LA"	"22063"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Orleans Parish, LA"	"22071"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Rapides Parish, LA"	"22079"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Tangipahoa Parish, LA"	"22105"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Androscoggin County, ME"	"23001"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Lubbock County, TX"	"48303"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Montgomery County, TX"	"48339"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Travis County, TX"	"48453"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Wichita County, TX"	"48485"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Unidentified Counties, TX"	"48999"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	23	0.00%
	"Davis County, UT"	"49011"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Unidentified Counties, UT"	"49999"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Newport News city, VA"	"51700"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	23	0.00%
	"Virginia Beach city, VA"	"51810"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	23	0.00%
	"Virginia Beach city, VA"	"51810"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	23	0.00%
	"Clark County, WA"	"53011"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Clark County, WA"	"53011"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Unidentified Counties, NJ"	"34999"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Chautauqua County, NY"	"36013"	"Female"	"F"	"Unknown or Not Stated"	"9"	"Unknown or Not Stated"	"10"	23	0.00%
	"Jefferson County, NY"	"36045"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	23	0.00%
	"Jefferson County, NY"	"36045"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Niagara County, NY"	"36063"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	23	0.00%
	"Oswego County, NY"	"36075"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"St. Lawrence County, NY"	"36089"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Alamance County, NC"	"37001"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Catawba County, NC"	"37035"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	23	0.00%
	"Gaston County, NC"	"37071"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Guilford County, NC"	"37081"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	23	0.00%
	"Howard County, MD"	"24027"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Unidentified Counties, MD"	"24999"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Norfolk County, MA"	"25021"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	24	0.00%
	"Plymouth County, MA"	"25023"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Berrien County, MI"	"26021"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	24	0.00%
	"Monroe County, MI"	"26115"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Muskegon County, MI"	"26121"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Ottawa County, MI"	"26139"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Ramsey County, MN"	"27123"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	24	0.00%
	"St. Louis County, MN"	"27137"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Yakima County, WA"	"53077"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"La Crosse County, WI"	"55063"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Marathon County, WI"	"55073"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Rock County, WI"	"55105"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Sheboygan County, WI"	"55117"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Washington County, WI"	"55131"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Unidentified Counties, WY"	"56999"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Baldwin County, AL"	"01003"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	24	0.00%
	"Baldwin County, AL"	"01003"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Lee County, AL"	"01081"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Montgomery County, AL"	"01101"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Shelby County, AL"	"01117"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Cochise County, AZ"	"04003"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	24	0.00%
	"Faulkner County, AR"	"05045"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Pulaski County, AR"	"05119"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	24	0.00%
	"Sebastian County, AR"	"05131"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	24	0.00%
	"Butte County, CA"	"06007"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Jefferson County, MO"	"29099"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	24	0.00%
	"Yellowstone County, MT"	"30111"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Clark County, NV"	"32003"	"Female"	"F"	"Yes"	"1"	"41 weeks"	"08"	24	0.00%
	"Atlantic County, NJ"	"34001"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	24	0.00%
	"Burlington County, NJ"	"34005"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Camden County, NJ"	"34007"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Ocean County, NJ"	"34029"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Union County, NJ"	"34039"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Union County, NJ"	"34039"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	24	0.00%
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Tulare County, CA"	"06107"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Ventura County, CA"	"06111"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Adams County, CO"	"08001"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Fairfield County, CT"	"09001"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	24	0.00%
	"Middlesex County, CT"	"09007"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"New Haven County, CT"	"09009"	"Male"	"M"	"Yes"	"1"	"20 - 27 weeks"	"02"	24	0.00%
	"Tolland County, CT"	"09013"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"New Castle County, DE"	"10003"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"New Castle County, DE"	"10003"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	24	0.00%
	"Henderson County, NC"	"37089"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Randolph County, NC"	"37151"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Allen County, OH"	"39003"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Clermont County, OH"	"39025"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Delaware County, OH"	"39041"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Greene County, OH"	"39057"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Lucas County, OH"	"39095"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Medina County, OH"	"39103"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Montgomery County, OH"	"39113"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Montgomery County, OH"	"39113"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Portage County, OH"	"39133"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Richland County, OH"	"39139"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Richland County, OH"	"39139"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Trumbull County, OH"	"39155"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	24	0.00%
	"Canadian County, OK"	"40017"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Tulsa County, OK"	"40143"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	24	0.00%
	"Indian River County, FL"	"12061"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Manatee County, FL"	"12081"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Pinellas County, FL"	"12103"	"Female"	"F"	"Yes"	"1"	"40 weeks"	"07"	24	0.00%
	"Clarke County, GA"	"13059"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Coweta County, GA"	"13077"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Coweta County, GA"	"13077"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	24	0.00%
	"Coweta County, GA"	"13077"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Coweta County, GA"	"13077"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"DeKalb County, GA"	"13089"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	24	0.00%
	"Clackamas County, OR"	"41005"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Jackson County, OR"	"41029"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Linn County, OR"	"41043"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Beaver County, PA"	"42007"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Berks County, PA"	"42011"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Chester County, PA"	"42029"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Delaware County, PA"	"42045"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Delaware County, PA"	"42045"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Kent County, RI"	"44003"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Houston County, GA"	"13153"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Houston County, GA"	"13153"	"Female"	"F"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Bonneville County, ID"	"16019"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Kendall County, IL"	"17093"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"McLean County, IL"	"17113"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Macon County, IL"	"17115"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Madison County, IL"	"17119"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Madison County, IL"	"17119"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Unidentified Counties, IL"	"17999"	"Male"	"M"	"No"	"2"	"42 weeks or more"	"09"	24	0.00%
	"Clark County, IN"	"18019"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Delaware County, IN"	"18035"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Elkhart County, IN"	"18039"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Greenville County, SC"	"45045"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	24	0.00%
	"Unidentified Counties, SC"	"45999"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	24	0.00%
	"Pennington County, SD"	"46103"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Blount County, TN"	"47009"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	24	0.00%
	"Wilson County, TN"	"47189"	"Female"	"F"	"Yes"	"1"	"32 - 35 weeks"	"04"	24	0.00%
	"Bexar County, TX"	"48029"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	24	0.00%
	"Brazoria County, TX"	"48039"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Fort Bend County, TX"	"48157"	"Female"	"F"	"Yes"	"1"	"20 - 27 weeks"	"02"	24	0.00%
	"Hays County, TX"	"48209"	"Male"	"M"	"No"	"2"	"32 - 35 weeks"	"04"	24	0.00%
	"Polk County, IA"	"19153"	"Female"	"F"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Polk County, IA"	"19153"	"Female"	"F"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
	"Polk County, IA"	"19153"	"Male"	"M"	"Yes"	"1"	"40 weeks"	"07"	24	0.00%
	"Unidentified Counties, IA"	"19999"	"Male"	"M"	"Yes"	"1"	"41 weeks"	"08"	24	0.00%
	"Douglas County, KS"	"20045"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	24	0.00%
	"Johnson County, KS"	"20091"	"Male"	"M"	"Yes"	"1"	"28 - 31 weeks"	"03"	24	0.00%
	"Sedgwick County, KS"	"20173"	"Male"	"M"	"Yes"	"1"	"36 weeks"	"05"	24	0.00%
